#feature_id	ENCFF166IXJ.sorted	ENCFF169CBQ.sorted	ENCFF708JUG.sorted
ENST00000512621.5	0.000000	0.000000	1.094807
ENST00000512729.5	0.769352	8.051385	3.284421
ENST00000512834.5	0.769352	0.161028	1.642211
ENST00000512874.1	0.000000	2.300396	0.000000
ENST00000512914.1	0.769352	0.000000	0.000000
ENST00000513008.5	0.000000	0.057510	0.673306
ENST00000513391.2	4.362226	4.980357	3.284421
ENST00000513465.1	0.769352	0.000000	0.000000
ENST00000513546.3	0.769352	0.000000	0.000000
ENST00000513572.2	4.616112	12.652176	7.663650
ENST00000513611.5	0.769352	1.150198	1.094807
ENST00000513654.5	4.616112	2.300396	6.568843
ENST00000513858.5	9.363013	5.256404	1.883068
ENST00000514033.1	2.308056	1.150198	1.094807
ENST00000514153.5	1.538704	2.300396	0.000000
ENST00000514161.5	0.769352	0.000000	1.751691
ENST00000514213.6	390.830790	255.343923	303.781603
ENST00000514247.5	0.000000	1.150198	1.368509
ENST00000514379.5	0.769352	0.000000	0.547404
ENST00000514450.2	0.000000	1.150198	0.000000
ENST00000514576.5	0.000000	2.300396	1.368509
ENST00000514682.5	1.538704	3.450594	1.461567
ENST00000514800.5	3.138956	1.230712	5.495932
ENST00000514803.1	0.000000	1.150198	0.000000
ENST00000514886.1	3.077408	4.600791	0.728047
ENST00000515059.5	0.769352	1.150198	1.642211
ENST00000515064.5	1.077093	2.760475	1.696951
ENST00000515109.5	0.769352	0.575099	1.094807
ENST00000515118.5	1.538704	0.000000	1.094807
ENST00000515124.5	0.769352	1.150198	0.000000
ENST00000515130.6	0.000000	1.150198	0.180643
ENST00000515205.1	0.000000	0.000000	0.547404
ENST00000515279.5	63.163795	23.924115	41.526034
ENST00000515600.1	0.769352	0.000000	0.000000
ENST00000515774.5	0.000000	2.461423	0.000000
ENST00000523916.5	285.175687	226.209411	267.313578
ENST00000538197.5	0.000000	2.875495	0.547404
ENST00000539002.5	25.080874	75.142426	25.218882
ENST00000539387.5	28.927633	70.541634	30.145514
ENST00000543538.5	2.308056	0.000000	13.548238
ENST00000544855.5	21.234114	64.790645	19.744846
ENST00000562919.1	0.000000	2.300396	0.547404
ENST00000563286.1	5.385464	3.450594	6.568843
ENST00000578387.1	0.769352	3.450594	0.000000
ENST00000579690.5	9.824624	9.776682	12.989886
ENST00000600169.2	0.769352	1.150198	0.000000
ENST00000602300.5	229.905443	265.120604	227.265534
ENST00000602414.5	7.308844	23.579056	12.590282
ENST00000602483.5	1.538704	3.830159	1.642211
ENST00000602520.5	4.616112	9.581148	4.926632
ENST00000602819.5	5.000788	15.907236	5.474036
ENST00000602986.5	2.461926	3.450594	1.001749
ENST00000603357.2	5.385464	5.750989	3.284421
ENST00000603548.6	0.769352	0.000000	5.003268
ENST00000604030.6	46.368842	15.999252	31.004937
ENST00000604157.1	6.924168	5.750989	8.758457
ENST00000605571.1	0.769352	0.000000	0.547404
ENST00000608255.2	4.231436	2.300396	2.463316
ENST00000608933.5	1.538704	0.000000	2.189614
ENST00000609071.1	0.000000	1.150198	0.000000
ENST00000609552.1	0.000000	1.150198	2.189614
ENST00000610058.1	0.000000	1.150198	0.000000
ENST00000610261.5	19.618475	16.102770	19.432826
ENST00000610581.4	2.015702	0.862648	1.160496
ENST00000610919.4	21.734193	13.997908	36.309278
ENST00000612220.4	4.185275	9.880200	2.041815
ENST00000613215.4	3.331294	6.130555	3.284421
ENST00000613647.4	2.308056	1.725297	2.890291
ENST00000614192.4	82.705334	151.251017	96.343026
ENST00000617535.4	0.000000	2.461423	0.624040
ENST00000618014.1	214.649194	174.830073	223.888054
ENST00000618019.1	2.308056	1.150198	0.000000
ENST00000619101.4	14.271479	9.661662	15.518891
ENST00000620529.1	1.538704	5.750989	3.831825
ENST00000622283.1	6.631814	8.914033	4.860944
ENST00000622362.1	3.846760	9.201583	2.463316
ENST00000624794.1	1.538704	5.750989	1.094807
ENST00000624858.1	0.769352	1.150198	1.642211
ENST00000625323.2	1.538704	0.000000	0.273702
ENST00000630827.1	11.794165	20.703561	8.577814
ENST00000630951.1	1.538704	1.345731	0.093059
ENST00000634028.1	0.769352	0.000000	1.094807
ENST00000635031.1	4.616112	3.450594	4.379228
ENST00000635323.1	0.769352	0.000000	0.547404
ENST00000638225.1	0.000000	0.000000	1.275450
ENST00000639146.1	1.538704	0.000000	0.728047
ENST00000640888.1	11.540279	16.102770	11.495475
ENST00000641025.1	0.769352	0.000000	1.275450
ENST00000641051.1	0.769352	0.000000	0.728047
ENST00000641316.1	0.769352	0.000000	0.000000
ENST00000641396.1	0.000000	1.150198	0.000000
ENST00000641462.1	0.769352	0.000000	0.180643
ENST00000641686.1	6.924168	9.201583	10.400668
ENST00000641690.1	1.538704	0.000000	0.180643
ENST00000641737.1	0.769352	0.000000	0.547404
ENST00000641997.1	0.769352	0.000000	0.000000
ENST00000642042.1	0.000000	1.150198	0.000000
ENST00000642700.1	0.769352	0.000000	0.000000
ENST00000642955.1	3.077408	2.300396	2.189614
ENST00000644474.1	10.770927	3.830159	4.926632
ENST00000646632.1	0.769352	1.150198	0.000000
ENST00000646727.1	2.561942	7.280752	4.198585
ENST00000647097.1	67.956858	73.992228	49.906782
ENST00000650480.1	80.012603	86.264839	77.731305
transcript10028.chr4.nnic	1.538704	0.000000	1.094807
transcript10029.chr4.nnic	3.846760	2.300396	2.737018
transcript10032.chr4.nnic	0.000000	1.150198	0.547404
transcript10038.chr4.nnic	2.946618	0.195534	3.218733
transcript10044.chr4.nnic	4.485322	0.195534	3.766136
transcript10053.chr4.nnic	3.331294	0.195534	2.671329
transcript10062.chr4.nic	2.177266	1.345731	1.571048
transcript10070.chr4.nnic	3.077408	2.300396	4.926632
transcript10074.chr4.nnic	0.000000	1.150198	0.547404
transcript10077.chr4.nnic	25.388614	27.604748	39.960460
transcript10103.chr4.nic	0.000000	2.300396	1.642211
transcript10119.chr4.nic	0.769352	2.300396	0.547404
transcript10129.chr4.nnic	0.769352	1.150198	0.547404
transcript10137.chr4.nic	2.308056	2.300396	1.642211
transcript10140.chr4.nnic	0.769352	1.150198	1.094807
transcript10142.chr4.nnic	0.000000	2.300396	0.547404
transcript10150.chr4.nnic	2.308056	0.000000	3.831825
transcript10152.chr4.nnic	0.769352	1.150198	0.547404
transcript10159.chr4.nnic	3.846760	6.326088	5.200334
transcript10163.chr4.nnic	3.077408	6.326088	5.747737
transcript10170.chr4.nnic	0.769352	0.000000	1.094807
transcript10185.chr4.nnic	5.385464	5.750989	3.831825
transcript10227.chr4.nic	1.538704	2.300396	1.094807
transcript10232.chr4.nic	0.769352	0.000000	1.642211
transcript10250.chr4.nnic	1.538704	2.300396	0.547404
transcript10252.chr4.nnic	0.000000	1.150198	0.547404
transcript1031.chr4.nnic	4.269903	10.041227	0.793735
transcript1032.chr4.nnic	8.116663	6.590634	5.172964
transcript10331.chr4.nic	3.077408	0.000000	4.926632
transcript1036.chr4.nnic	5.808607	7.740832	1.888542
transcript10370.chr4.nnic	0.000000	2.300396	0.000000
transcript10383.chr4.nnic	3.077408	0.000000	4.652930
transcript10395.chr4.nnic	2.308056	1.150198	0.547404
transcript104.chr4.nnic	2.308056	1.150198	0.547404
transcript10403.chr4.nic	2.308056	0.000000	3.284421
transcript10416.chr4.nnic	4.616112	7.476286	2.873869
transcript10432.chr4.nnic	46.930469	41.407123	39.916667
transcript10436.chr4.nic	0.769352	1.150198	0.000000
transcript10439.chr4.nnic	1.538704	1.150198	1.094807
transcript10445.chr4.nnic	0.769352	1.150198	0.547404
transcript10447.chr4.nnic	7.693519	8.051385	8.758457
transcript10457.chr4.nic	93.953260	67.574124	76.975888
transcript10463.chr4.nnic	1.246350	2.012846	1.576522
transcript10465.chr4.nnic	0.769352	0.000000	0.547404
transcript10466.chr4.nnic	1.538704	1.150198	1.094807
transcript10476.chr4.nnic	0.000000	1.150198	0.547404
transcript10489.chr4.nnic	2.308056	0.000000	0.547404
transcript10491.chr4.nnic	0.000000	0.000000	1.642211
transcript10507.chr4.nnic	0.769352	0.000000	0.821105
transcript10512.chr4.nnic	0.769352	0.000000	0.821105
transcript1052.chr4.nic	5.423931	4.290238	5.994069
transcript10523.chr4.nnic	0.769352	8.051385	1.642211
transcript10525.chr4.nnic	7.693519	16.102770	4.926632
transcript10527.chr4.nnic	2.308056	1.150198	1.094807
transcript10530.chr4.nnic	2.308056	3.450594	3.284421
transcript10532.chr4.nnic	1.538704	2.300396	1.642211
transcript10534.chr4.nnic	0.769352	0.000000	1.642211
transcript10537.chr4.nnic	0.769352	0.000000	2.189614
transcript10539.chr4.nnic	1.538704	0.000000	0.547404
transcript10544.chr4.nnic	1.538704	4.600791	1.094807
transcript1056.chr4.nic	8.886015	3.140040	4.625560
transcript10563.chr4.nnic	0.769352	1.529763	0.454345
transcript10570.chr4.nic	0.384676	1.529763	2.917661
transcript10576.chr4.nnic	0.769352	0.000000	0.640462
transcript10580.chr4.nnic	3.462084	1.529763	1.822854
transcript10597.chr4.nnic	1.538704	0.000000	0.000000
transcript106.chr4.nnic	0.769352	1.150198	0.547404
transcript10602.chr4.nic	9.232223	2.300396	8.643502
transcript10620.chr4.nic	3.462084	0.575099	3.076408
transcript10650.chr4.nnic	0.769352	1.150198	1.642211
transcript10654.chr4.nnic	0.000000	1.150198	0.547404
transcript10656.chr4.nnic	0.000000	2.300396	4.926632
transcript10675.chr4.nic	0.000000	1.150198	0.547404
transcript10772.chr4.nic	3.077408	0.000000	2.189614
transcript10788.chr4.nnic	3.077408	1.150198	4.598190
transcript10802.chr4.nic	3.077408	2.300396	0.218961
transcript10816.chr4.nnic	0.769352	1.150198	1.094807
transcript1090.chr4.nic	2.692732	1.437747	1.067437
transcript10983.chr4.nnic	0.769352	1.150198	0.000000
transcript10997.chr4.nnic	0.769352	0.000000	0.547404
transcript110.chr4.nnic	1.538704	1.150198	1.642211
transcript11001.chr4.nnic	1.538704	1.150198	2.737018
transcript11012.chr4.nnic	2.692732	1.725297	0.273702
transcript11015.chr4.nnic	0.769352	4.600791	8.665398
transcript11018.chr4.nnic	0.769352	1.150198	0.000000
transcript11030.chr4.nnic	10.386251	1.725297	4.652930
transcript11032.chr4.nnic	2.308056	1.150198	1.642211
transcript11049.chr4.nnic	1.538704	0.000000	0.000000
transcript11061.chr4.nnic	0.000000	2.300396	0.000000
transcript11064.chr4.nnic	0.769352	1.150198	0.547404
transcript11069.chr4.nnic	0.000000	1.150198	0.547404
transcript11077.chr4.nnic	0.769352	3.450594	0.547404
transcript11079.chr4.nnic	3.077408	3.450594	4.379228
transcript11088.chr4.nnic	1.538704	0.000000	0.547404
transcript11107.chr4.nnic	4.616112	10.351781	4.105527
transcript11109.chr4.nnic	0.769352	1.150198	0.547404
transcript11118.chr4.nic	0.769352	1.150198	0.000000
transcript11119.chr4.nnic	14.617687	2.300396	5.474036
transcript11127.chr4.nnic	1.538704	2.587945	1.560100
transcript11133.chr4.nic	9.232223	1.150198	7.307837
transcript11141.chr4.nic	3.077408	1.150198	2.906713
transcript11142.chr4.nic	3.077408	1.150198	0.717099
transcript11164.chr4.nnic	1.538704	1.150198	1.094807
transcript11184.chr4.nnic	0.000000	8.051385	2.189614
transcript11186.chr4.nnic	1.538704	3.450594	1.094807
transcript11188.chr4.nnic	0.769352	1.150198	0.547404
transcript11190.chr4.nnic	0.769352	1.150198	0.547404
transcript1120.chr4.nnic	13.655997	10.443796	8.200105
transcript11201.chr4.nnic	28.466022	18.403166	24.906862
transcript11244.chr4.nnic	1.538704	2.300396	3.010720
transcript11248.chr4.nnic	0.769352	0.000000	0.547404
transcript11251.chr4.nnic	3.846760	4.600791	7.663650
transcript11252.chr4.nnic	0.769352	0.000000	0.547404
transcript11261.chr4.nnic	3.846760	4.600791	3.831825
transcript11262.chr4.nnic	0.769352	0.000000	0.547404
transcript11278.chr4.nnic	1.538704	0.000000	0.000000
transcript11280.chr4.nnic	0.769352	0.000000	0.547404
transcript11295.chr4.nic	0.769352	0.000000	0.547404
transcript11301.chr4.nic	6.154816	4.600791	1.094807
transcript11327.chr4.nic	0.769352	3.450594	1.368509
transcript11349.chr4.nic	0.769352	0.000000	0.547404
transcript11359.chr4.nic	0.769352	1.150198	0.000000
transcript11376.chr4.nnic	0.000000	2.300396	1.642211
transcript11378.chr4.nnic	1.538704	1.150198	1.642211
transcript114.chr4.nnic	0.000000	1.150198	0.547404
transcript11449.chr4.nnic	0.769352	1.150198	0.000000
transcript11465.chr4.nic	0.000000	1.150198	1.094807
transcript11483.chr4.nic	0.769352	2.300396	0.547404
transcript11487.chr4.nnic	0.000000	0.000000	1.094807
transcript11489.chr4.nnic	1.538704	0.000000	0.000000
transcript11543.chr4.nnic	10.517041	9.489132	8.074202
transcript11546.chr4.nic	4.362226	1.437747	3.147570
transcript11553.chr4.nnic	2.308056	0.000000	0.547404
transcript11559.chr4.nnic	0.769352	2.300396	1.642211
transcript11614.chr4.nnic	0.000000	1.150198	0.547404
transcript11617.chr4.nnic	0.769352	1.529763	0.000000
transcript11633.chr4.nnic	3.846760	8.822018	8.391696
transcript11634.chr4.nnic	0.000000	2.300396	1.275450
transcript11635.chr4.nnic	9.232223	5.750989	6.749486
transcript11646.chr4.nnic	3.077408	3.450594	3.284421
transcript11650.chr4.nnic	0.769352	0.000000	0.547404
transcript11697.chr4.nnic	2.308056	5.750989	2.917661
transcript1174.chr4.nic	23.526783	11.697512	14.867481
transcript11740.chr4.nic	14.617687	4.600791	8.391696
transcript11744.chr4.nnic	2.308056	2.300396	2.917661
transcript11751.chr4.nnic	0.769352	0.000000	1.642211
transcript11759.chr4.nic	16.925743	6.901187	11.249143
transcript11766.chr4.nnic	9.101434	4.025692	4.570820
transcript11793.chr4.nnic	6.154816	4.600791	3.831825
transcript11795.chr4.nnic	1.538704	2.300396	0.000000
transcript11797.chr4.nnic	0.769352	0.000000	0.547404
transcript118.chr4.nnic	6.924168	8.051385	4.926632
transcript11817.chr4.nic	31.397253	12.548659	22.799358
transcript11833.chr4.nnic	5.747059	5.647471	6.650953
transcript11850.chr4.nnic	12.548130	4.646799	8.539495
transcript11851.chr4.nic	7.670439	3.117036	6.897285
transcript11894.chr4.nnic	2.177266	1.150198	1.822854
transcript11897.chr4.nnic	12.948193	9.201583	7.844293
transcript11898.chr4.nnic	1.023238	1.150198	1.275450
transcript11923.chr4.nic	4.039098	0.000000	1.094807
transcript11927.chr4.nic	3.269746	1.150198	1.094807
transcript11934.chr4.nnic	1.731042	0.000000	2.737018
transcript11950.chr4.nnic	1.538704	0.000000	1.488938
transcript11953.chr4.nnic	3.846760	2.300396	2.539952
transcript11958.chr4.nnic	2.308056	1.150198	1.171444
transcript11963.chr4.nic	7.693519	4.600791	7.192883
transcript11964.chr4.nnic	3.077408	3.450594	1.718847
transcript11976.chr4.nic	3.077408	0.000000	0.656884
transcript120.chr4.nnic	1.538704	0.000000	0.000000
transcript12039.chr4.nnic	0.769352	1.150198	0.547404
transcript12047.chr4.nnic	9.616899	9.776682	12.590282
transcript12059.chr4.nnic	0.769352	0.000000	0.821105
transcript12061.chr4.nnic	1.538704	0.000000	0.821105
transcript12074.chr4.nic	3.846760	2.300396	2.737018
transcript12077.chr4.nic	12.309631	1.150198	3.831825
transcript12086.chr4.nic	2.308056	0.000000	1.642211
transcript12094.chr4.nic	2.308056	0.000000	1.642211
transcript12098.chr4.nnic	0.769352	1.150198	0.000000
transcript12144.chr4.nic	7.693519	0.862648	3.558123
transcript12178.chr4.nnic	0.000000	2.300396	0.547404
transcript12185.chr4.nnic	0.769352	0.000000	0.547404
transcript12188.chr4.nnic	1.538704	1.150198	0.547404
transcript12287.chr4.nnic	1.154028	2.300396	0.000000
transcript12288.chr4.nic	1.923380	1.150198	0.547404
transcript12297.chr4.nic	3.331294	2.760475	4.362806
transcript12298.chr4.nnic	3.331294	1.610277	2.720596
transcript12315.chr4.nic	4.869998	1.610277	1.625789
transcript12324.chr4.nic	1.538704	2.300396	0.547404
transcript12351.chr4.nnic	1.538704	0.000000	0.000000
transcript124.chr4.nnic	0.769352	1.150198	1.094807
transcript12405.chr4.nic	0.000000	1.150198	0.547404
transcript12408.chr4.nnic	2.308056	5.750989	3.284421
transcript12414.chr4.nnic	6.154816	9.201583	4.379228
transcript12424.chr4.nic	21.541855	4.025692	9.305860
transcript12426.chr4.nnic	0.769352	0.575099	2.189614
transcript12432.chr4.nnic	0.000000	2.300396	0.000000
transcript12438.chr4.nic	6.770297	5.325416	4.707671
transcript12444.chr4.nic	9.078353	3.025020	5.802478
transcript12446.chr4.nnic	6.000945	4.750317	3.065460
transcript12476.chr4.nic	1.538704	0.000000	1.094807
transcript12478.chr4.nnic	3.077408	2.300396	1.642211
transcript12480.chr4.nnic	0.769352	0.000000	1.094807
transcript12485.chr4.nnic	0.769352	2.300396	1.094807
transcript12498.chr4.nnic	0.769352	1.150198	2.737018
transcript12512.chr4.nic	4.362226	7.476286	6.749486
transcript12514.chr4.nic	1.284818	2.300396	3.465065
transcript12516.chr4.nnic	0.769352	1.150198	1.642211
transcript12518.chr4.nnic	0.769352	0.000000	1.642211
transcript12559.chr4.nnic	0.769352	1.150198	0.547404
transcript12561.chr4.nnic	2.308056	1.150198	2.189614
transcript12565.chr4.nnic	0.769352	1.150198	0.000000
transcript12567.chr4.nnic	1.538704	0.000000	0.547404
transcript12569.chr4.nic	1.538704	5.750989	5.654679
transcript12570.chr4.nnic	0.000000	1.150198	1.822854
transcript12582.chr4.nic	2.054170	1.345731	1.231658
transcript12585.chr4.nic	2.308056	2.875495	2.873869
transcript12598.chr4.nic	2.823522	3.646127	2.873869
transcript12619.chr4.nic	9.170675	17.160952	20.024022
transcript12640.chr4.nnic	0.769352	0.000000	0.547404
transcript1266.chr4.nic	3.846760	1.150198	2.189614
transcript1270.chr4.nic	7.693519	6.901187	9.672621
transcript12706.chr4.nnic	8.270533	9.489132	8.211053
transcript12732.chr4.nnic	25.065486	15.332137	20.527633
transcript12747.chr4.nnic	7.693519	11.501979	15.436780
transcript12751.chr4.nnic	3.846760	5.750989	2.737018
transcript12754.chr4.nnic	22.888220	9.489132	13.137685
transcript12770.chr4.nnic	9.232223	5.750989	6.568843
transcript12775.chr4.nnic	15.387039	9.201583	9.305860
transcript12777.chr4.nnic	50.454101	24.533720	35.307529
transcript12779.chr4.nnic	0.769352	4.600791	1.094807
transcript12781.chr4.nnic	4.616112	8.051385	6.021439
transcript12783.chr4.nnic	9.678448	7.280752	9.579562
transcript1280.chr4.nnic	0.769352	0.000000	0.547404
transcript12813.chr4.nnic	3.077408	2.300396	18.611721
transcript12821.chr4.nnic	0.769352	1.150198	0.547404
transcript12828.chr4.nnic	0.769352	0.000000	0.547404
transcript12846.chr4.nnic	2.423459	4.140712	1.094807
transcript12848.chr4.nic	3.446697	3.370080	2.370257
transcript1285.chr4.nnic	12.309631	9.201583	13.520868
transcript12862.chr4.nnic	8.847547	4.025692	7.800501
transcript12865.chr4.nic	1.538704	1.150198	1.094807
transcript12881.chr4.nnic	0.769352	0.000000	0.547404
transcript12897.chr4.nic	3.523632	2.587945	1.779062
transcript12903.chr4.nic	1.984928	0.287549	2.326465
transcript12922.chr4.nic	0.769352	1.150198	1.642211
transcript12938.chr4.nnic	13.078983	12.652176	10.400668
transcript12949.chr4.nic	3.846760	2.300396	3.831825
transcript12978.chr4.nnic	6.408702	8.051385	8.939100
transcript12987.chr4.nnic	0.769352	6.901187	1.094807
transcript12995.chr4.nic	7.385779	0.920158	4.817151
transcript12998.chr4.nnic	2.000315	0.920158	2.080134
transcript13.chr4.nnic	2.308056	1.150198	0.547404
transcript13005.chr4.nnic	2.000315	2.070356	0.985326
transcript13006.chr4.nnic	2.769667	0.920158	1.532730
transcript13014.chr4.nnic	1.538704	2.300396	0.000000
transcript13018.chr4.nnic	0.638562	2.300396	0.547404
transcript13025.chr4.nnic	1.538704	1.150198	0.000000
transcript1304.chr4.nic	0.769352	0.000000	0.821105
transcript13043.chr4.nic	37.082764	31.745461	28.464985
transcript13087.chr4.nnic	0.769352	1.150198	0.000000
transcript13091.chr4.nnic	0.769352	0.000000	0.547404
transcript13116.chr4.nnic	0.769352	2.300396	0.000000
transcript13118.chr4.nnic	2.308056	2.300396	1.094807
transcript1312.chr4.nnic	0.000000	1.150198	0.547404
transcript13136.chr4.nnic	2.308056	1.150198	3.831825
transcript13142.chr4.nnic	1.538704	0.000000	0.000000
transcript13148.chr4.nic	2.308056	4.600791	1.094807
transcript13149.chr4.nnic	0.769352	1.150198	0.547404
transcript13154.chr4.nnic	2.308056	5.750989	2.189614
transcript13170.chr4.nic	18.102851	6.510120	8.003040
transcript13173.chr4.nic	13.486740	12.261109	5.266022
transcript13176.chr4.nnic	1.946460	1.909328	1.434197
transcript13186.chr4.nnic	3.485164	3.059526	0.339390
transcript13188.chr4.nic	2.715812	1.909328	1.981601
transcript13210.chr4.nnic	0.769352	1.150198	0.000000
transcript13218.chr4.nic	0.769352	1.150198	1.094807
transcript13230.chr4.nnic	29.235374	14.952572	21.989201
transcript13246.chr4.nnic	4.616112	1.150198	2.189614
transcript13254.chr4.nnic	0.000000	2.300396	1.094807
transcript13271.chr4.nic	0.769352	1.150198	0.547404
transcript13273.chr4.nic	0.000000	2.300396	1.642211
transcript13297.chr4.nnic	1.538704	0.000000	0.547404
transcript13298.chr4.nnic	0.769352	1.150198	0.000000
transcript13300.chr4.nnic	0.769352	2.300396	1.094807
transcript13304.chr4.nnic	1.538704	0.000000	0.000000
transcript13328.chr4.nnic	0.769352	2.300396	0.000000
transcript13341.chr4.nnic	0.000000	1.150198	0.547404
transcript13351.chr4.nnic	0.000000	1.150198	0.547404
transcript13354.chr4.nnic	2.308056	3.450594	4.379228
transcript13371.chr4.nnic	3.077408	4.600791	1.779062
transcript13373.chr4.nnic	5.639350	3.450594	5.610886
transcript13375.chr4.nnic	5.254674	8.626484	7.433740
transcript13377.chr4.nnic	28.335232	46.583013	26.045461
transcript13382.chr4.nnic	3.077408	1.150198	0.728047
transcript13384.chr4.nnic	0.769352	2.300396	1.094807
transcript13390.chr4.nnic	0.769352	2.300396	0.547404
transcript13412.chr4.nnic	0.000000	1.150198	0.547404
transcript13421.chr4.nic	0.000000	1.150198	1.642211
transcript13430.chr4.nic	2.308056	2.300396	3.284421
transcript13453.chr4.nnic	0.000000	1.150198	0.547404
transcript13454.chr4.nnic	0.000000	2.300396	0.547404
transcript13456.chr4.nic	36.928894	13.031742	16.241463
transcript13489.chr4.nnic	2.308056	0.000000	1.642211
transcript13502.chr4.nic	4.731514	3.128538	2.737018
transcript1359.chr4.nnic	7.308844	8.051385	4.652930
transcript13621.chr4.nnic	1.538704	0.000000	0.000000
transcript13635.chr4.nnic	0.769352	1.150198	0.000000
transcript13664.chr4.nnic	8.624435	4.060198	6.514102
transcript1368.chr4.nnic	4.231436	5.750989	3.558123
transcript13705.chr4.nnic	0.769352	1.150198	0.000000
transcript13720.chr4.nnic	36.928894	55.209497	49.266320
transcript13723.chr4.nnic	1.538704	0.000000	0.000000
transcript13734.chr4.nnic	0.769352	1.150198	0.547404
transcript13739.chr4.nnic	0.000000	1.311226	0.821105
transcript13744.chr4.nnic	0.769352	2.461423	1.642211
transcript13746.chr4.nic	0.000000	1.311226	1.094807
transcript13777.chr4.nnic	0.769352	1.311226	0.547404
transcript13810.chr4.nic	6.154816	6.901187	7.663650
transcript13817.chr4.nic	6.093267	2.967510	5.928380
transcript13818.chr4.nic	1.477156	0.667115	1.549152
transcript1383.chr4.nic	4.154501	9.431622	3.065460
transcript13839.chr4.nic	8.462871	3.450594	11.588533
transcript13870.chr4.nic	13.078983	8.051385	6.568843
transcript13883.chr4.nnic	2.461926	2.748973	1.467042
transcript13891.chr4.nic	4.769982	1.023676	2.014445
transcript13899.chr4.nnic	1.538704	1.150198	1.094807
transcript13901.chr4.nic	6.154816	8.787512	8.473807
transcript13907.chr4.nnic	2.461926	6.199566	0.919638
transcript13937.chr4.nic	2.308056	4.600791	0.000000
transcript13953.chr4.nnic	0.769352	2.300396	0.000000
transcript13968.chr4.nic	0.769352	1.150198	1.094807
transcript13986.chr4.nnic	0.900142	1.529763	1.094807
transcript13995.chr4.nic	0.900142	1.759803	1.204288
transcript13996.chr4.nic	1.669494	0.609605	2.846498
transcript14000.chr4.nic	0.900142	0.609605	1.751691
transcript14002.chr4.nic	0.900142	0.609605	2.299095
transcript14014.chr4.nic	0.769352	1.150198	0.547404
transcript14016.chr4.nic	0.769352	0.000000	1.094807
transcript14023.chr4.nic	9.232223	4.600791	5.474036
transcript14045.chr4.nnic	1.538704	0.000000	1.094807
transcript1405.chr4.nic	4.616112	0.575099	1.872120
transcript14078.chr4.nic	0.769352	1.150198	0.547404
transcript14093.chr4.nnic	2.308056	0.000000	0.000000
transcript14102.chr4.nnic	0.000000	1.150198	1.094807
transcript14103.chr4.nnic	0.769352	2.300396	0.547404
transcript14107.chr4.nnic	0.769352	1.150198	0.000000
transcript14110.chr4.nnic	2.769667	2.150870	1.313769
transcript14116.chr4.nnic	2.000315	2.150870	0.766365
transcript14117.chr4.nnic	1.230963	0.230040	0.766365
transcript14122.chr4.nnic	0.461611	2.150870	0.766365
transcript14128.chr4.nnic	6.616427	1.380237	4.598190
transcript14136.chr4.nnic	1.023238	2.875495	1.094807
transcript14140.chr4.nnic	2.308056	9.489132	5.474036
transcript14142.chr4.nnic	4.100646	14.665023	6.021439
transcript14151.chr4.nnic	8.462871	10.351781	31.749406
transcript14153.chr4.nnic	15.387039	57.509893	24.085756
transcript14155.chr4.nnic	6.408702	17.632533	4.379228
transcript14157.chr4.nnic	1.538704	8.051385	1.642211
transcript14159.chr4.nnic	24.619262	16.102770	19.159124
transcript14179.chr4.nic	85.013390	49.458508	44.887092
transcript14190.chr4.nnic	2.308056	13.802374	3.284421
transcript14192.chr4.nnic	0.769352	1.150198	0.547404
transcript14235.chr4.nnic	8.462871	9.201583	8.074202
transcript14238.chr4.nnic	0.000000	1.150198	0.547404
transcript14253.chr4.nic	2.308056	4.600791	1.368509
transcript14256.chr4.nic	43.083709	37.956529	20.527633
transcript14263.chr4.nic	10.001575	3.450594	3.831825
transcript14273.chr4.nnic	0.769352	1.150198	0.000000
transcript1428.chr4.nic	2.492700	1.150198	0.000000
transcript1438.chr4.nnic	2.492700	1.150198	0.000000
transcript1440.chr4.nic	4.616112	1.725297	3.514331
transcript1490.chr4.nic	308.217777	134.791686	238.131494
transcript15.chr4.nnic	0.769352	1.150198	0.547404
transcript1555.chr4.nnic	1.646413	3.450594	3.437694
transcript1559.chr4.nnic	1.646413	3.450594	3.163993
transcript1560.chr4.nnic	3.954469	2.300396	3.711396
transcript163.chr4.nnic	6.924168	10.351781	6.568843
transcript1635.chr4.nic	25.450162	18.483679	23.560249
transcript167.chr4.nnic	2.308056	1.150198	0.000000
transcript1720.chr4.nic	1.538704	0.000000	2.189614
transcript1748.chr4.nnic	8.078195	2.679961	6.678323
transcript1750.chr4.nnic	3.077408	2.300396	3.027142
transcript1752.chr4.nnic	0.769352	2.679961	0.656884
transcript1754.chr4.nic	2.692732	3.830159	0.547404
transcript1756.chr4.nnic	4.100646	1.150198	6.497680
transcript1762.chr4.nic	1.538704	0.000000	0.864898
transcript1767.chr4.nic	1.792590	0.000000	2.693225
transcript1776.chr4.nnic	2.308056	0.000000	3.941306
transcript1814.chr4.nnic	3.846760	3.450594	3.284421
transcript1816.chr4.nnic	0.000000	1.150198	0.547404
transcript1852.chr4.nic	0.769352	1.150198	0.000000
transcript1856.chr4.nnic	0.769352	2.875495	1.368509
transcript1867.chr4.nic	1.538704	1.150198	0.547404
transcript187.chr4.nnic	0.769352	2.300396	0.000000
transcript1873.chr4.nnic	0.769352	8.626484	4.105527
